event_id,user_id,event_type,event_timestamp,page_url,campaign_id
1821,900,signup,2025-08-06 14:09:09,/page/17,
1822,739,signup,2025-07-12 14:09:09,/page/57,
1823,630,purchase,2025-07-13 14:09:09,/page/65,7.0
1824,650,purchase,2025-07-23 14:09:09,/page/98,
1825,656,signup,2025-07-27 14:09:09,/page/97,
1826,155,email_click,2025-07-20 14:09:09,/page/38,
1827,199,page_view,2025-07-22 14:09:09,/page/26,
1828,653,signup,2025-07-30 14:09:09,/page/21,46.0
1829,906,signup,2025-07-17 14:09:09,/page/53,
1830,835,email_click,2025-07-19 14:09:09,/page/1,21.0
1831,415,signup,2025-08-03 14:09:09,/page/57,
1832,782,add_to_cart,2025-08-04 14:09:09,/page/5,
1833,127,add_to_cart,2025-07-29 14:09:09,/page/14,
1834,16,purchase,2025-07-22 14:09:09,/page/32,
1835,213,email_click,2025-07-12 14:09:09,/page/88,
1836,205,page_view,2025-08-04 14:09:09,/page/84,
1837,964,page_view,2025-07-20 14:09:09,/page/66,
1838,413,purchase,2025-07-29 14:09:09,/page/70,10.0
1839,434,add_to_cart,2025-08-03 14:09:09,/page/69,
1840,893,email_click,2025-08-07 14:09:09,/page/29,
1841,710,email_click,2025-07-15 14:09:09,/page/83,12.0
1842,113,purchase,2025-08-08 14:09:09,/page/36,42.0
1843,247,email_click,2025-07-13 14:09:09,/page/62,
1844,369,signup,2025-08-07 14:09:09,/page/32,
1845,881,purchase,2025-08-08 14:09:09,/page/75,1.0
1846,387,signup,2025-07-20 14:09:09,/page/2,
1847,188,add_to_cart,2025-07-14 14:09:09,/page/92,
1848,297,signup,2025-08-09 14:09:09,/page/5,26.0
1849,669,add_to_cart,2025-07-12 14:09:09,/page/19,
1850,507,email_click,2025-07-11 14:09:09,/page/82,
1851,956,purchase,2025-08-06 14:09:09,/page/14,
1852,714,add_to_cart,2025-07-24 14:09:09,/page/55,6.0
1853,812,add_to_cart,2025-07-11 14:09:09,/page/44,
1854,129,page_view,2025-07-28 14:09:09,/page/8,
1855,80,purchase,2025-08-09 14:09:09,/page/62,37.0
1856,946,page_view,2025-07-26 14:09:09,/page/51,
1857,906,email_click,2025-07-22 14:09:09,/page/9,
1858,490,purchase,2025-07-22 14:09:09,/page/24,27.0
1859,406,signup,2025-07-25 14:09:09,/page/48,
1860,220,signup,2025-07-24 14:09:09,/page/71,
1861,571,add_to_cart,2025-07-29 14:09:09,/page/15,
1862,977,add_to_cart,2025-07-27 14:09:09,/page/61,3.0
1863,703,signup,2025-07-25 14:09:09,/page/11,48.0
1864,593,page_view,2025-08-04 14:09:09,/page/25,
1865,916,add_to_cart,2025-07-22 14:09:09,/page/4,21.0
1866,810,signup,2025-07-14 14:09:09,/page/23,
1867,494,page_view,2025-08-09 14:09:09,/page/81,
1868,959,purchase,2025-07-21 14:09:09,/page/64,
1869,335,signup,2025-07-15 14:09:09,/page/80,
1870,864,email_click,2025-07-24 14:09:09,/page/79,
1871,173,signup,2025-08-03 14:09:09,/page/30,
1872,339,add_to_cart,2025-07-13 14:09:09,/page/20,
1873,213,add_to_cart,2025-07-15 14:09:09,/page/18,
1874,696,add_to_cart,2025-07-20 14:09:09,/page/99,
1875,115,purchase,2025-08-09 14:09:09,/page/76,
1876,255,email_click,2025-07-20 14:09:09,/page/88,18.0
1877,790,purchase,2025-07-26 14:09:09,/page/38,
1878,519,email_click,2025-08-08 14:09:09,/page/52,23.0
1879,275,signup,2025-07-22 14:09:09,/page/70,
1880,834,email_click,2025-07-26 14:09:09,/page/23,17.0
1881,439,add_to_cart,2025-07-17 14:09:09,/page/52,
1882,856,email_click,2025-07-22 14:09:09,/page/31,
1883,369,purchase,2025-07-30 14:09:09,/page/83,
1884,941,purchase,2025-07-15 14:09:09,/page/70,
1885,370,page_view,2025-07-26 14:09:09,/page/2,31.0
1886,476,page_view,2025-07-18 14:09:09,/page/79,
1887,193,page_view,2025-07-18 14:09:09,/page/57,6.0
1888,900,page_view,2025-07-21 14:09:09,/page/30,37.0
1889,513,page_view,2025-07-19 14:09:09,/page/37,
1890,113,purchase,2025-08-03 14:09:09,/page/87,
1891,271,page_view,2025-07-28 14:09:09,/page/15,
1892,416,page_view,2025-08-01 14:09:09,/page/12,43.0
1893,944,add_to_cart,2025-08-04 14:09:09,/page/42,
1894,959,signup,2025-07-14 14:09:09,/page/22,24.0
1895,704,email_click,2025-08-09 14:09:09,/page/27,
1896,762,purchase,2025-07-29 14:09:09,/page/17,25.0
1897,960,add_to_cart,2025-07-15 14:09:09,/page/30,
1898,300,page_view,2025-08-07 14:09:09,/page/71,12.0
1899,8,page_view,2025-08-07 14:09:09,/page/61,
1900,124,email_click,2025-07-27 14:09:09,/page/75,
1901,944,purchase,2025-07-27 14:09:09,/page/6,
1902,619,email_click,2025-08-07 14:09:09,/page/47,
1903,613,page_view,2025-08-08 14:09:09,/page/1,48.0
1904,341,signup,2025-07-15 14:09:09,/page/99,
1905,239,purchase,2025-07-16 14:09:09,/page/21,14.0
1906,613,purchase,2025-07-30 14:09:09,/page/12,
1907,245,purchase,2025-07-28 14:09:09,/page/24,
1908,668,page_view,2025-08-03 14:09:09,/page/20,33.0
1909,776,signup,2025-07-16 14:09:09,/page/62,3.0
1910,425,purchase,2025-07-29 14:09:09,/page/96,
1911,302,email_click,2025-08-05 14:09:09,/page/22,23.0
1912,457,signup,2025-07-13 14:09:09,/page/57,
1913,309,email_click,2025-07-20 14:09:09,/page/6,
1914,511,purchase,2025-08-08 14:09:09,/page/25,
1915,508,email_click,2025-07-19 14:09:09,/page/80,31.0
1916,812,purchase,2025-07-19 14:09:09,/page/21,
1917,324,email_click,2025-08-07 14:09:09,/page/60,33.0
1918,721,email_click,2025-07-22 14:09:09,/page/77,7.0
1919,836,email_click,2025-07-29 14:09:09,/page/32,
1920,325,page_view,2025-08-07 14:09:09,/page/12,
1921,741,purchase,2025-08-05 14:09:09,/page/15,
1922,826,email_click,2025-07-19 14:09:09,/page/40,19.0
1923,427,signup,2025-07-11 14:09:09,/page/28,
1924,958,add_to_cart,2025-07-20 14:09:09,/page/57,
1925,482,purchase,2025-07-18 14:09:09,/page/12,
1926,1,signup,2025-07-12 14:09:09,/page/52,
1927,927,purchase,2025-08-01 14:09:09,/page/84,
1928,488,page_view,2025-07-30 14:09:09,/page/25,
1929,126,page_view,2025-07-13 14:09:09,/page/64,
1930,92,signup,2025-07-12 14:09:09,/page/4,
1931,666,page_view,2025-08-04 14:09:09,/page/15,
1932,463,add_to_cart,2025-08-06 14:09:09,/page/69,
1933,681,email_click,2025-08-08 14:09:09,/page/81,5.0
1934,167,page_view,2025-07-27 14:09:09,/page/32,30.0
1935,390,purchase,2025-07-23 14:09:09,/page/55,
1936,66,email_click,2025-08-10 14:09:09,/page/9,
1937,666,purchase,2025-07-14 14:09:09,/page/38,49.0
1938,741,page_view,2025-07-29 14:09:09,/page/91,28.0
1939,840,add_to_cart,2025-07-24 14:09:09,/page/38,
1940,891,purchase,2025-07-28 14:09:09,/page/27,
1941,177,purchase,2025-07-19 14:09:09,/page/85,4.0
1942,126,purchase,2025-07-15 14:09:09,/page/61,
1943,675,signup,2025-08-01 14:09:09,/page/56,
1944,771,email_click,2025-07-12 14:09:09,/page/19,
1945,864,page_view,2025-07-11 14:09:09,/page/83,
1946,301,add_to_cart,2025-07-13 14:09:09,/page/96,
1947,433,email_click,2025-08-08 14:09:09,/page/34,
1948,531,email_click,2025-08-03 14:09:09,/page/45,
1949,347,email_click,2025-07-19 14:09:09,/page/20,
1950,706,signup,2025-07-12 14:09:09,/page/51,
1951,866,signup,2025-08-08 14:09:09,/page/37,
1952,193,add_to_cart,2025-07-31 14:09:09,/page/13,48.0
1953,277,email_click,2025-07-14 14:09:09,/page/41,
1954,798,purchase,2025-08-09 14:09:09,/page/83,6.0
1955,708,add_to_cart,2025-08-07 14:09:09,/page/61,41.0
1956,954,add_to_cart,2025-08-07 14:09:09,/page/83,
1957,436,add_to_cart,2025-07-21 14:09:09,/page/81,
1958,13,signup,2025-07-20 14:09:09,/page/70,
1959,47,signup,2025-07-20 14:09:09,/page/69,
1960,701,purchase,2025-07-15 14:09:09,/page/58,3.0
1961,571,email_click,2025-08-07 14:09:09,/page/30,17.0
1962,713,purchase,2025-08-07 14:09:09,/page/82,17.0
1963,291,signup,2025-07-21 14:09:09,/page/40,15.0
1964,274,add_to_cart,2025-08-03 14:09:09,/page/48,41.0
1965,624,signup,2025-07-14 14:09:09,/page/32,
1966,490,page_view,2025-07-22 14:09:09,/page/13,
1967,791,purchase,2025-07-25 14:09:09,/page/20,23.0
1968,248,page_view,2025-07-15 14:09:09,/page/86,44.0
1969,817,purchase,2025-07-26 14:09:09,/page/7,
1970,815,email_click,2025-08-10 14:09:09,/page/28,
1971,934,page_view,2025-08-08 14:09:09,/page/67,
1972,571,email_click,2025-07-29 14:09:09,/page/90,
1973,19,email_click,2025-07-21 14:09:09,/page/46,
1974,336,purchase,2025-08-10 14:09:09,/page/5,
1975,944,email_click,2025-07-26 14:09:09,/page/20,
1976,274,signup,2025-07-25 14:09:09,/page/94,
1977,518,page_view,2025-07-29 14:09:09,/page/51,47.0
1978,621,email_click,2025-07-13 14:09:09,/page/82,18.0
1979,437,page_view,2025-08-08 14:09:09,/page/12,
1980,276,page_view,2025-07-14 14:09:09,/page/89,40.0
1981,953,signup,2025-07-15 14:09:09,/page/23,32.0
1982,914,email_click,2025-07-21 14:09:09,/page/4,
1983,754,page_view,2025-07-24 14:09:09,/page/51,
1984,92,page_view,2025-08-04 14:09:09,/page/20,7.0
1985,960,email_click,2025-07-27 14:09:09,/page/43,
1986,568,add_to_cart,2025-07-13 14:09:09,/page/100,10.0
1987,248,page_view,2025-08-04 14:09:09,/page/24,
1988,511,add_to_cart,2025-07-26 14:09:09,/page/45,
1989,726,add_to_cart,2025-07-19 14:09:09,/page/67,48.0
1990,440,page_view,2025-07-13 14:09:09,/page/55,
1991,717,page_view,2025-07-27 14:09:09,/page/34,
1992,811,add_to_cart,2025-08-02 14:09:09,/page/64,
1993,194,add_to_cart,2025-07-26 14:09:09,/page/26,
1994,239,signup,2025-07-26 14:09:09,/page/33,
1995,104,purchase,2025-07-16 14:09:09,/page/93,
1996,259,add_to_cart,2025-07-22 14:09:09,/page/5,
1997,918,signup,2025-08-03 14:09:09,/page/34,
1998,521,signup,2025-07-21 14:09:09,/page/9,
1999,295,add_to_cart,2025-07-22 14:09:09,/page/44,
2000,679,purchase,2025-07-14 14:09:09,/page/73,
2001,868,purchase,2025-07-11 14:09:09,/page/29,41.0
2002,929,page_view,2025-07-16 14:09:09,/page/99,
2003,706,email_click,2025-07-30 14:09:09,/page/63,
2004,991,email_click,2025-07-16 14:09:09,/page/29,
2005,803,add_to_cart,2025-07-20 14:09:09,/page/63,
2006,357,signup,2025-07-23 14:09:09,/page/20,
2007,642,page_view,2025-07-18 14:09:09,/page/55,50.0
2008,74,add_to_cart,2025-07-13 14:09:09,/page/75,
2009,329,page_view,2025-08-03 14:09:09,/page/14,
2010,76,add_to_cart,2025-07-21 14:09:09,/page/84,
2011,31,signup,2025-08-07 14:09:09,/page/43,
2012,784,page_view,2025-07-11 14:09:09,/page/23,25.0
2013,286,email_click,2025-07-23 14:09:09,/page/100,45.0
2014,898,page_view,2025-07-18 14:09:09,/page/22,
2015,747,add_to_cart,2025-07-15 14:09:09,/page/24,
2016,929,page_view,2025-08-05 14:09:09,/page/72,
2017,537,purchase,2025-08-03 14:09:09,/page/91,30.0
2018,964,email_click,2025-08-09 14:09:09,/page/39,
2019,854,page_view,2025-07-15 14:09:09,/page/32,
2020,999,purchase,2025-07-25 14:09:09,/page/72,33.0
2021,492,email_click,2025-08-04 14:09:09,/page/22,
2022,115,signup,2025-07-11 14:09:09,/page/95,
2023,385,page_view,2025-08-06 14:09:09,/page/67,
2024,611,add_to_cart,2025-07-16 14:09:09,/page/58,
2025,640,add_to_cart,2025-08-07 14:09:09,/page/10,34.0
2026,277,email_click,2025-08-01 14:09:09,/page/70,
2027,824,add_to_cart,2025-07-17 14:09:09,/page/70,
2028,654,purchase,2025-07-27 14:09:09,/page/84,
2029,824,add_to_cart,2025-07-18 14:09:09,/page/70,
2030,813,add_to_cart,2025-08-03 14:09:09,/page/58,
2031,589,purchase,2025-08-02 14:09:09,/page/51,
2032,376,purchase,2025-07-15 14:09:09,/page/40,
2033,500,page_view,2025-07-14 14:09:09,/page/2,
2034,941,purchase,2025-08-03 14:09:09,/page/42,
2035,532,add_to_cart,2025-07-25 14:09:09,/page/27,35.0
2036,104,page_view,2025-07-18 14:09:09,/page/100,
2037,569,add_to_cart,2025-07-20 14:09:09,/page/73,
2038,530,purchase,2025-08-03 14:09:09,/page/8,8.0
2039,933,email_click,2025-07-18 14:09:09,/page/36,
2040,999,email_click,2025-07-23 14:09:09,/page/98,
2041,528,signup,2025-07-31 14:09:09,/page/95,
2042,72,purchase,2025-07-27 14:09:09,/page/55,6.0
2043,906,add_to_cart,2025-07-31 14:09:09,/page/28,28.0
2044,17,signup,2025-07-17 14:09:09,/page/53,
2045,506,page_view,2025-07-13 14:09:09,/page/83,44.0
2046,219,add_to_cart,2025-07-29 14:09:09,/page/12,
2047,71,signup,2025-07-16 14:09:09,/page/90,
2048,987,email_click,2025-08-07 14:09:09,/page/43,
2049,27,email_click,2025-08-03 14:09:09,/page/32,
2050,117,add_to_cart,2025-07-18 14:09:09,/page/33,
2051,500,signup,2025-08-03 14:09:09,/page/80,
2052,9,add_to_cart,2025-07-27 14:09:09,/page/63,
2053,217,page_view,2025-07-21 14:09:09,/page/54,
2054,595,add_to_cart,2025-07-24 14:09:09,/page/7,18.0
2055,380,email_click,2025-07-12 14:09:09,/page/17,
2056,826,page_view,2025-08-06 14:09:09,/page/51,
2057,460,purchase,2025-08-02 14:09:09,/page/17,
2058,277,signup,2025-07-24 14:09:09,/page/32,
2059,809,purchase,2025-07-13 14:09:09,/page/8,21.0
2060,138,email_click,2025-07-15 14:09:09,/page/85,
2061,734,add_to_cart,2025-07-31 14:09:09,/page/50,28.0
2062,651,page_view,2025-07-22 14:09:09,/page/17,
2063,163,page_view,2025-07-27 14:09:09,/page/80,
2064,833,email_click,2025-07-24 14:09:09,/page/3,20.0
2065,999,purchase,2025-07-19 14:09:09,/page/2,34.0
2066,583,email_click,2025-08-07 14:09:09,/page/97,26.0
2067,881,purchase,2025-07-24 14:09:09,/page/36,
2068,975,signup,2025-07-31 14:09:09,/page/96,
2069,799,page_view,2025-07-24 14:09:09,/page/94,
2070,190,page_view,2025-08-01 14:09:09,/page/41,
2071,981,purchase,2025-07-12 14:09:09,/page/11,23.0
2072,708,purchase,2025-07-12 14:09:09,/page/54,
2073,10,email_click,2025-08-02 14:09:09,/page/23,
2074,404,signup,2025-07-18 14:09:09,/page/41,
2075,696,add_to_cart,2025-07-22 14:09:09,/page/5,1.0
2076,230,purchase,2025-08-08 14:09:09,/page/81,
2077,35,purchase,2025-07-14 14:09:09,/page/95,
2078,397,signup,2025-08-09 14:09:09,/page/3,
2079,261,purchase,2025-07-15 14:09:09,/page/56,
2080,264,page_view,2025-07-25 14:09:09,/page/7,
2081,301,page_view,2025-07-13 14:09:09,/page/3,
2082,261,purchase,2025-07-28 14:09:09,/page/33,
2083,542,add_to_cart,2025-07-29 14:09:09,/page/38,34.0
2084,452,purchase,2025-07-16 14:09:09,/page/22,
2085,289,email_click,2025-08-10 14:09:09,/page/75,
2086,289,signup,2025-07-14 14:09:09,/page/55,
2087,433,page_view,2025-07-27 14:09:09,/page/11,33.0
2088,714,signup,2025-08-09 14:09:09,/page/78,
2089,92,email_click,2025-08-08 14:09:09,/page/15,
2090,110,signup,2025-07-13 14:09:09,/page/46,
2091,382,page_view,2025-07-20 14:09:09,/page/72,
2092,580,purchase,2025-07-30 14:09:09,/page/78,
2093,112,purchase,2025-08-03 14:09:09,/page/3,
2094,952,page_view,2025-07-15 14:09:09,/page/100,
2095,648,signup,2025-08-08 14:09:09,/page/88,
2096,824,signup,2025-07-11 14:09:09,/page/99,42.0
2097,900,add_to_cart,2025-07-29 14:09:09,/page/99,6.0
2098,41,add_to_cart,2025-07-21 14:09:09,/page/100,44.0
2099,125,email_click,2025-08-03 14:09:09,/page/59,
2100,167,purchase,2025-08-09 14:09:09,/page/40,6.0
2101,523,purchase,2025-07-28 14:09:09,/page/38,
2102,430,purchase,2025-07-23 14:09:09,/page/47,41.0
2103,622,add_to_cart,2025-07-25 14:09:09,/page/33,
2104,965,email_click,2025-08-08 14:09:09,/page/30,
2105,792,page_view,2025-07-13 14:09:09,/page/12,50.0
2106,885,signup,2025-08-03 14:09:09,/page/81,
2107,764,purchase,2025-07-11 14:09:09,/page/99,
2108,610,add_to_cart,2025-07-19 14:09:09,/page/100,
2109,735,purchase,2025-07-18 14:09:09,/page/74,
2110,273,purchase,2025-07-14 14:09:09,/page/68,36.0
2111,21,page_view,2025-08-01 14:09:09,/page/74,
2112,348,email_click,2025-07-29 14:09:09,/page/33,15.0
2113,994,email_click,2025-07-13 14:09:09,/page/20,
2114,574,email_click,2025-08-01 14:09:09,/page/64,
2115,981,signup,2025-07-21 14:09:09,/page/97,
2116,683,signup,2025-07-29 14:09:09,/page/54,36.0
2117,948,add_to_cart,2025-07-26 14:09:09,/page/58,
2118,255,purchase,2025-07-31 14:09:09,/page/19,
2119,103,email_click,2025-07-23 14:09:09,/page/59,
2120,868,email_click,2025-08-06 14:09:09,/page/74,
2121,446,signup,2025-07-27 14:09:09,/page/56,
2122,410,page_view,2025-07-11 14:09:09,/page/89,
2123,124,email_click,2025-07-23 14:09:09,/page/25,10.0
2124,859,purchase,2025-07-29 14:09:09,/page/17,
2125,665,email_click,2025-07-20 14:09:09,/page/27,
2126,886,email_click,2025-07-28 14:09:09,/page/64,
2127,813,purchase,2025-07-25 14:09:09,/page/54,28.0
2128,589,page_view,2025-07-31 14:09:09,/page/4,
2129,669,signup,2025-07-14 14:09:09,/page/94,50.0
2130,752,email_click,2025-07-13 14:09:09,/page/84,
2131,497,page_view,2025-07-28 14:09:09,/page/85,
2132,804,signup,2025-08-02 14:09:09,/page/62,7.0
2133,35,purchase,2025-08-02 14:09:09,/page/58,29.0
2134,948,page_view,2025-07-11 14:09:09,/page/18,47.0
2135,714,page_view,2025-08-10 14:09:09,/page/47,
2136,263,email_click,2025-08-01 14:09:09,/page/37,
2137,804,email_click,2025-07-15 14:09:09,/page/89,
2138,329,signup,2025-07-24 14:09:09,/page/42,
2139,646,add_to_cart,2025-07-29 14:09:09,/page/63,
2140,274,email_click,2025-07-12 14:09:09,/page/35,
2141,345,signup,2025-07-18 14:09:09,/page/50,48.0
2142,420,add_to_cart,2025-07-20 14:09:09,/page/31,44.0
2143,995,add_to_cart,2025-08-02 14:09:09,/page/1,21.0
2144,579,purchase,2025-08-10 14:09:09,/page/28,43.0
2145,165,signup,2025-07-27 14:09:09,/page/94,
2146,641,add_to_cart,2025-07-25 14:09:09,/page/61,
2147,689,email_click,2025-07-31 14:09:09,/page/72,
2148,735,email_click,2025-07-11 14:09:09,/page/75,10.0
2149,903,signup,2025-07-18 14:09:09,/page/52,
2150,948,signup,2025-07-28 14:09:09,/page/79,
2151,652,add_to_cart,2025-07-16 14:09:09,/page/100,
2152,897,purchase,2025-07-20 14:09:09,/page/34,
2153,927,email_click,2025-07-21 14:09:09,/page/37,
2154,48,page_view,2025-07-30 14:09:09,/page/62,
2155,822,page_view,2025-07-29 14:09:09,/page/56,
2156,508,signup,2025-07-26 14:09:09,/page/88,
2157,285,signup,2025-08-06 14:09:09,/page/14,
2158,578,page_view,2025-08-01 14:09:09,/page/76,
2159,968,signup,2025-08-04 14:09:09,/page/75,
2160,857,signup,2025-07-14 14:09:09,/page/23,
2161,353,page_view,2025-08-05 14:09:09,/page/13,
2162,358,signup,2025-08-08 14:09:09,/page/79,
2163,492,email_click,2025-08-09 14:09:09,/page/66,
2164,490,page_view,2025-08-09 14:09:09,/page/3,
2165,221,purchase,2025-08-04 14:09:09,/page/95,
2166,214,signup,2025-08-06 14:09:09,/page/39,
2167,443,email_click,2025-07-15 14:09:09,/page/92,
2168,286,email_click,2025-07-17 14:09:09,/page/37,
2169,93,signup,2025-08-10 14:09:09,/page/87,
2170,930,email_click,2025-07-30 14:09:09,/page/79,
2171,711,add_to_cart,2025-07-21 14:09:09,/page/74,26.0
2172,270,page_view,2025-07-13 14:09:09,/page/32,
2173,556,add_to_cart,2025-08-07 14:09:09,/page/71,
2174,928,page_view,2025-07-22 14:09:09,/page/34,
2175,605,purchase,2025-07-30 14:09:09,/page/13,41.0
2176,29,add_to_cart,2025-08-06 14:09:09,/page/30,
2177,768,page_view,2025-07-13 14:09:09,/page/48,
2178,443,signup,2025-07-29 14:09:09,/page/83,
2179,223,email_click,2025-08-06 14:09:09,/page/38,35.0
2180,213,signup,2025-07-20 14:09:09,/page/46,43.0
2181,907,purchase,2025-07-18 14:09:09,/page/21,
2182,395,add_to_cart,2025-08-01 14:09:09,/page/61,15.0
2183,643,email_click,2025-08-01 14:09:09,/page/81,3.0
2184,250,page_view,2025-07-18 14:09:09,/page/94,
2185,487,add_to_cart,2025-07-27 14:09:09,/page/88,29.0
2186,210,page_view,2025-07-23 14:09:09,/page/52,
2187,972,purchase,2025-08-09 14:09:09,/page/46,
2188,455,email_click,2025-07-28 14:09:09,/page/78,
2189,863,purchase,2025-07-14 14:09:09,/page/87,32.0
2190,708,signup,2025-08-03 14:09:09,/page/19,
2191,736,signup,2025-07-24 14:09:09,/page/98,37.0
2192,247,email_click,2025-07-13 14:09:09,/page/86,
2193,275,email_click,2025-07-15 14:09:09,/page/11,33.0
2194,447,signup,2025-07-11 14:09:09,/page/22,
2195,264,signup,2025-07-26 14:09:09,/page/69,
2196,86,page_view,2025-07-22 14:09:09,/page/38,
2197,722,add_to_cart,2025-07-29 14:09:09,/page/77,
2198,981,signup,2025-07-22 14:09:09,/page/41,
2199,289,page_view,2025-07-18 14:09:09,/page/96,
2200,77,email_click,2025-08-03 14:09:09,/page/7,
2201,21,purchase,2025-08-01 14:09:09,/page/10,
2202,826,page_view,2025-07-27 14:09:09,/page/73,
2203,795,purchase,2025-07-22 14:09:09,/page/32,15.0
2204,58,add_to_cart,2025-07-27 14:09:09,/page/55,
2205,946,page_view,2025-07-25 14:09:09,/page/38,
2206,820,purchase,2025-08-03 14:09:09,/page/41,
2207,215,purchase,2025-07-23 14:09:09,/page/27,42.0
2208,32,page_view,2025-08-08 14:09:09,/page/93,
2209,379,signup,2025-08-01 14:09:09,/page/57,5.0
2210,225,signup,2025-07-15 14:09:09,/page/8,
2211,715,page_view,2025-07-18 14:09:09,/page/86,
2212,581,add_to_cart,2025-08-02 14:09:09,/page/12,28.0
2213,425,page_view,2025-07-30 14:09:09,/page/64,
2214,967,page_view,2025-08-05 14:09:09,/page/91,28.0
2215,465,add_to_cart,2025-08-04 14:09:09,/page/31,30.0
2216,649,page_view,2025-07-16 14:09:09,/page/11,
2217,677,purchase,2025-08-07 14:09:09,/page/73,
2218,79,email_click,2025-08-05 14:09:09,/page/79,10.0
2219,744,purchase,2025-07-11 14:09:09,/page/2,26.0
2220,214,email_click,2025-08-08 14:09:09,/page/49,
2221,710,email_click,2025-07-14 14:09:09,/page/55,3.0
2222,938,purchase,2025-08-05 14:09:09,/page/11,17.0
2223,350,email_click,2025-08-03 14:09:09,/page/93,
2224,849,signup,2025-08-02 14:09:09,/page/11,
2225,729,page_view,2025-07-24 14:09:09,/page/5,21.0
2226,85,purchase,2025-08-09 14:09:09,/page/96,
2227,725,page_view,2025-08-08 14:09:09,/page/74,39.0
2228,934,signup,2025-07-11 14:09:09,/page/8,9.0
2229,416,email_click,2025-07-26 14:09:09,/page/100,
2230,720,purchase,2025-07-13 14:09:09,/page/97,
2231,622,signup,2025-07-26 14:09:09,/page/54,
2232,263,email_click,2025-07-31 14:09:09,/page/43,
2233,484,purchase,2025-07-31 14:09:09,/page/2,10.0
2234,318,signup,2025-08-05 14:09:09,/page/34,24.0
2235,898,purchase,2025-07-23 14:09:09,/page/85,32.0
2236,776,page_view,2025-07-28 14:09:09,/page/100,31.0
2237,874,purchase,2025-07-31 14:09:09,/page/14,10.0
2238,796,signup,2025-07-26 14:09:09,/page/14,19.0
2239,572,page_view,2025-07-24 14:09:09,/page/49,
2240,570,page_view,2025-07-11 14:09:09,/page/10,
2241,805,purchase,2025-07-20 14:09:09,/page/46,2.0
2242,175,signup,2025-07-24 14:09:09,/page/63,24.0
2243,981,purchase,2025-07-14 14:09:09,/page/6,
2244,297,page_view,2025-07-18 14:09:09,/page/39,17.0
2245,141,email_click,2025-07-18 14:09:09,/page/34,47.0
2246,506,page_view,2025-07-29 14:09:09,/page/68,
2247,355,page_view,2025-07-19 14:09:09,/page/9,
2248,233,signup,2025-08-07 14:09:09,/page/86,
2249,790,add_to_cart,2025-07-28 14:09:09,/page/53,
2250,633,signup,2025-07-13 14:09:09,/page/6,
2251,65,signup,2025-08-02 14:09:09,/page/93,
2252,120,purchase,2025-07-25 14:09:09,/page/20,
2253,1000,signup,2025-07-27 14:09:09,/page/85,
2254,670,page_view,2025-07-27 14:09:09,/page/6,
2255,924,purchase,2025-08-08 14:09:09,/page/29,
2256,484,add_to_cart,2025-07-23 14:09:09,/page/86,38.0
2257,667,signup,2025-07-18 14:09:09,/page/51,
2258,700,page_view,2025-08-07 14:09:09,/page/41,
2259,471,page_view,2025-07-14 14:09:09,/page/42,
2260,507,signup,2025-07-16 14:09:09,/page/2,
2261,892,signup,2025-07-15 14:09:09,/page/45,7.0
2262,761,email_click,2025-07-19 14:09:09,/page/1,
2263,935,signup,2025-07-27 14:09:09,/page/71,
2264,291,purchase,2025-07-25 14:09:09,/page/47,
2265,543,signup,2025-08-07 14:09:09,/page/62,
2266,444,signup,2025-08-09 14:09:09,/page/63,
2267,619,add_to_cart,2025-08-08 14:09:09,/page/23,
2268,307,email_click,2025-08-03 14:09:09,/page/16,
2269,974,email_click,2025-08-10 14:09:09,/page/20,
2270,464,add_to_cart,2025-08-05 14:09:09,/page/96,
2271,548,add_to_cart,2025-07-26 14:09:09,/page/26,
2272,475,purchase,2025-07-15 14:09:09,/page/89,
2273,695,email_click,2025-07-25 14:09:09,/page/14,
2274,47,purchase,2025-07-17 14:09:09,/page/76,
2275,828,purchase,2025-08-02 14:09:09,/page/89,
2276,792,signup,2025-07-13 14:09:09,/page/76,34.0
2277,553,page_view,2025-07-14 14:09:09,/page/12,
2278,170,purchase,2025-07-17 14:09:09,/page/97,
2279,63,email_click,2025-08-06 14:09:09,/page/28,
2280,15,email_click,2025-07-18 14:09:09,/page/70,
2281,503,page_view,2025-07-30 14:09:09,/page/9,41.0
2282,735,page_view,2025-08-05 14:09:09,/page/95,
2283,247,signup,2025-07-19 14:09:09,/page/8,
2284,950,purchase,2025-07-30 14:09:09,/page/80,
2285,638,page_view,2025-07-13 14:09:09,/page/41,
2286,921,signup,2025-07-27 14:09:09,/page/97,
2287,424,add_to_cart,2025-07-19 14:09:09,/page/74,
2288,992,purchase,2025-07-16 14:09:09,/page/70,47.0
2289,396,page_view,2025-08-04 14:09:09,/page/17,15.0
2290,385,email_click,2025-07-14 14:09:09,/page/63,
2291,829,page_view,2025-08-06 14:09:09,/page/80,
2292,895,purchase,2025-07-31 14:09:09,/page/47,
2293,968,page_view,2025-07-24 14:09:09,/page/50,
2294,628,signup,2025-08-10 14:09:09,/page/72,29.0
2295,210,email_click,2025-07-15 14:09:09,/page/64,34.0
2296,205,purchase,2025-07-12 14:09:09,/page/16,3.0
2297,5,signup,2025-07-21 14:09:09,/page/50,
2298,528,purchase,2025-08-01 14:09:09,/page/31,48.0
2299,810,email_click,2025-07-16 14:09:09,/page/30,48.0
