order_id,customer_id,order_date,order_status,shipping_cost,tax_amount,total_amount
521,155,2023-09-09,returned,23.22,223.21,3036.57
522,155,2023-02-07,completed,24.28,202.45,2757.41
523,155,2023-02-13,completed,12.55,52.25,717.87
524,155,2023-08-09,returned,4.9,260.98,3528.09
525,156,2022-11-25,pending,8.61,14.87,209.36
526,156,2022-12-25,completed,15.41,62.4,857.84
527,156,2022-02-25,completed,6.08,91.42,1240.24
528,156,2023-07-14,completed,13.08,182.33,2474.5
529,156,2023-11-11,cancelled,13.17,139.94,1902.34
530,156,2022-01-09,completed,1.66,104.88,1417.59
531,157,2023-01-25,completed,12.71,39.6,547.27
532,157,2023-09-04,completed,13.29,121.02,1647.09
533,157,2022-09-11,completed,23.06,97.45,1338.69
534,158,2022-08-30,completed,24.9,206.94,2818.59
535,158,2022-03-31,completed,18.25,240.97,3271.31
536,159,2022-07-31,completed,16.31,258.54,3506.6
537,160,2023-07-25,completed,13.32,67.42,923.48
538,160,2022-05-30,completed,18.18,249.16,3381.89
539,160,2022-10-08,completed,3.8,82.99,1124.22
540,160,2023-09-13,completed,14.18,17.68,252.89
541,161,2023-05-04,completed,3.35,264.93,3579.91
542,161,2022-08-16,completed,18.56,72.98,1003.73
543,161,2023-05-17,completed,17.2,213.1,2894.03
544,163,2023-08-09,completed,14.85,236.97,3213.94
545,163,2023-06-13,pending,19.13,36.06,505.95
546,163,2022-11-08,completed,19.34,64.18,885.76
547,163,2023-10-24,completed,11.29,251.27,3403.48
548,163,2023-04-11,completed,2.25,143.32,1937.04
549,163,2023-04-06,completed,15.85,47.57,658.02
550,163,2023-06-08,completed,15.3,83.72,1145.52
551,163,2023-08-03,completed,21.78,25.06,360.08
552,163,2022-11-13,completed,18.25,195.12,2652.4
553,164,2023-05-26,pending,13.59,20.25,286.96
554,164,2023-08-26,returned,16.49,71.13,976.7
555,164,2022-06-01,completed,1.38,208.98,2822.61
556,164,2022-02-20,completed,2.72,120.54,1630.07
557,164,2023-08-10,cancelled,19.68,64.8,894.45
558,164,2022-11-03,completed,8.07,73.56,1001.11
559,164,2023-02-28,completed,13.12,69.69,953.91
560,165,2022-03-31,completed,12.09,247.42,3352.2
561,165,2023-05-20,pending,20.2,175.4,2388.11
562,165,2022-12-25,completed,14.01,89.61,1223.76
563,165,2022-11-12,completed,7.51,235.54,3187.24
564,165,2023-05-06,completed,22.9,19.67,288.5
565,166,2023-10-05,completed,11.52,198.27,2688.14
566,167,2023-12-03,completed,8.29,191.98,2599.98
567,167,2023-08-08,completed,15.14,91.58,1251.53
568,167,2022-11-19,completed,17.75,75.86,1041.85
569,167,2022-11-06,pending,4.38,122.03,1651.84
570,167,2022-06-07,completed,4.76,181.05,2448.91
571,167,2023-04-16,pending,9.69,223.91,3032.51
572,168,2022-01-24,completed,14.44,90.88,1241.37
573,168,2022-10-07,completed,3.73,97.47,1319.63
574,169,2022-10-05,completed,3.54,120.42,1629.2
575,169,2022-01-30,completed,11.77,5.82,90.31
576,170,2023-03-13,pending,9.8,262.14,3548.65
577,171,2023-04-22,completed,14.19,57.47,790.04
578,171,2023-04-12,cancelled,7.76,127.91,1734.53
579,172,2022-11-29,completed,11.33,10.45,152.4
580,172,2023-05-06,cancelled,11.53,63.49,868.7
581,172,2022-04-20,completed,8.15,43.37,593.62
582,172,2023-02-15,completed,14.76,53.97,743.37
583,173,2022-12-15,completed,5.21,305.18,4125.18
584,174,2023-04-20,completed,8.13,15.41,216.2
585,174,2023-02-20,pending,1.74,93.11,1258.73
586,174,2023-01-24,completed,8.19,32.83,451.37
587,174,2023-08-18,completed,22.58,26.71,383.12
588,175,2023-04-09,completed,13.28,330.0,4468.26
589,175,2023-03-22,completed,17.94,77.9,1069.62
590,177,2023-07-17,completed,24.2,98.92,1359.63
591,177,2023-01-03,pending,2.74,106.2,1436.49
592,177,2023-01-26,completed,10.88,67.04,915.96
593,178,2023-01-04,completed,21.0,43.38,606.65
594,178,2022-05-28,pending,18.03,226.73,3078.93
595,178,2023-03-12,completed,15.58,191.32,2598.44
596,178,2022-08-31,completed,17.8,103.72,1418.04
597,178,2023-05-09,completed,24.04,88.4,1217.43
598,178,2022-10-14,completed,11.62,12.8,184.44
599,179,2023-04-29,completed,15.77,65.81,904.21
600,180,2023-08-17,completed,7.81,43.55,595.7
601,180,2022-01-12,completed,11.72,269.66,3652.18
602,180,2023-08-01,completed,6.51,120.94,1639.15
603,180,2022-10-12,completed,6.3,267.22,3613.73
604,180,2022-08-30,completed,12.12,188.18,2552.58
605,181,2023-10-15,cancelled,4.18,191.45,2588.7
606,182,2023-12-01,completed,17.64,147.97,2015.23
607,182,2022-02-12,completed,2.43,263.35,3557.62
608,182,2023-11-23,cancelled,18.73,159.92,2177.6
609,183,2023-04-02,completed,8.79,112.69,1530.15
610,184,2022-08-11,completed,23.76,4.19,80.28
611,184,2023-09-12,completed,3.25,288.96,3904.19
612,184,2023-11-15,pending,19.25,58.13,804.05
613,185,2022-09-29,completed,4.45,24.72,338.22
614,185,2022-07-02,completed,16.14,92.8,1268.95
615,185,2022-08-12,cancelled,15.35,57.69,794.14
616,185,2022-04-16,completed,0.87,31.87,431.11
617,185,2023-04-02,completed,0.47,179.45,2423.03
618,185,2023-06-12,completed,17.69,142.75,1944.8
619,185,2023-07-03,completed,23.38,172.78,2355.97
620,185,2022-12-15,completed,2.01,156.16,2110.13
621,186,2023-10-08,cancelled,17.22,207.76,2821.99
622,186,2023-07-08,cancelled,16.09,131.35,1789.35
623,186,2023-11-15,completed,13.08,151.17,2053.92
624,186,2022-06-26,completed,15.82,33.88,473.2
625,186,2023-09-02,returned,19.98,99.69,1365.74
626,187,2022-11-29,completed,3.02,98.88,1337.95
627,187,2023-07-21,cancelled,4.13,81.61,1105.86
628,187,2022-06-11,pending,0.39,119.7,1616.35
629,187,2022-07-31,completed,3.58,82.2,1113.34
630,187,2023-05-27,completed,15.3,28.87,405.07
631,187,2022-01-05,completed,13.94,186.51,2531.82
632,189,2023-07-07,pending,12.69,156.6,2126.75
633,189,2022-06-13,completed,16.75,45.23,627.33
634,190,2022-08-03,completed,10.87,73.64,1005.04
635,190,2023-05-12,completed,12.87,29.08,405.44
636,191,2023-08-30,completed,14.49,187.78,2549.48
637,191,2023-01-20,completed,22.28,59.37,823.73
638,191,2023-03-23,completed,3.62,173.09,2340.31
639,191,2022-05-20,completed,2.78,191.22,2584.19
640,191,2023-08-15,completed,24.25,92.78,1276.74
641,191,2023-04-19,completed,6.98,260.78,3527.54
642,191,2023-03-04,completed,24.5,92.79,1277.15
643,192,2022-02-04,completed,10.64,153.41,2081.72
644,193,2022-10-30,cancelled,5.98,54.05,735.69
645,193,2022-06-15,completed,17.58,170.76,2322.8
646,194,2023-10-05,completed,1.77,138.8,1875.58
647,194,2022-08-01,completed,19.69,59.28,820.01
648,194,2022-02-26,completed,12.87,70.63,966.39
649,195,2023-07-27,returned,17.62,222.76,3024.87
650,196,2022-08-19,completed,8.01,108.47,1472.3
651,198,2022-05-06,completed,11.75,268.01,3629.9
652,198,2023-02-05,completed,22.45,68.31,944.67
653,198,2023-06-18,completed,23.8,77.61,1071.59
654,198,2023-07-09,completed,23.29,161.81,2207.77
655,198,2023-02-26,completed,14.47,153.39,2085.19
656,198,2022-11-10,pending,4.29,113.94,1542.46
657,198,2023-09-26,completed,23.1,187.79,2558.26
658,198,2023-01-14,completed,4.61,118.64,1606.25
659,198,2022-11-24,completed,3.9,277.17,3745.7
660,198,2022-04-26,completed,18.29,67.19,925.39
661,199,2022-11-12,completed,0.62,167.11,2256.57
662,199,2023-11-25,completed,16.79,48.78,675.38
663,199,2023-05-18,completed,7.94,170.39,2308.15
664,200,2023-07-29,completed,2.19,189.27,2557.3
665,200,2023-09-05,completed,2.15,85.87,1161.44
666,200,2023-08-28,completed,18.9,51.68,716.6
667,201,2022-10-07,completed,10.36,173.29,2349.74
668,202,2023-07-27,cancelled,18.5,107.34,1467.65
669,202,2023-04-29,completed,3.1,91.52,1238.61
670,202,2022-03-10,completed,14.97,195.41,2652.96
671,202,2023-01-18,completed,12.81,167.18,2269.8
672,202,2022-12-31,completed,1.22,167.63,2264.2
673,202,2022-06-21,completed,13.59,202.7,2749.98
674,203,2022-12-27,completed,20.58,35.49,499.74
675,204,2023-05-12,completed,10.3,38.83,534.46
676,204,2023-07-27,completed,15.34,173.36,2355.71
677,204,2023-03-29,completed,22.24,87.73,1206.55
678,204,2022-03-22,completed,10.62,31.17,431.39
679,206,2023-03-18,completed,1.06,62.78,848.64
680,207,2022-03-02,completed,11.73,70.65,965.5
681,208,2022-07-24,completed,4.62,96.68,1309.78
682,209,2023-05-28,completed,19.52,208.45,2833.65
683,210,2022-04-12,pending,23.11,141.91,1938.93
684,210,2022-11-18,completed,3.09,20.24,276.28
685,210,2023-01-05,completed,17.62,207.01,2812.28
686,210,2023-03-15,completed,4.72,75.22,1020.24
687,210,2023-01-12,completed,4.48,231.93,3135.59
688,210,2022-06-22,pending,1.62,34.05,461.31
689,213,2023-03-11,completed,18.13,266.7,3618.54
690,214,2022-12-31,completed,11.9,119.43,1624.16
691,215,2022-02-24,pending,20.76,198.26,2697.22
692,215,2023-06-17,pending,19.19,193.0,2624.68
693,216,2022-05-02,completed,9.59,114.99,1561.95
694,216,2022-06-18,completed,12.29,71.26,974.24
695,217,2023-05-18,completed,16.5,176.65,2401.31
696,217,2022-01-29,completed,14.76,34.52,480.72
697,217,2023-10-03,completed,8.53,79.37,1080.0
698,218,2023-02-26,completed,8.78,62.69,855.12
699,218,2022-03-09,completed,21.72,1.57,42.95
700,218,2022-11-30,cancelled,0.93,224.23,3028.02
701,219,2023-08-10,completed,2.44,195.22,2637.95
702,219,2023-03-23,pending,5.04,27.58,377.32
703,219,2022-09-29,completed,1.19,136.31,1841.34
704,219,2022-12-22,pending,19.89,103.42,1416.11
705,219,2023-04-10,completed,16.79,284.51,3857.63
706,220,2023-03-21,completed,23.37,15.08,226.94
707,220,2022-06-01,completed,6.01,81.94,1112.23
708,221,2022-10-21,completed,16.15,68.89,946.17
709,221,2022-11-14,completed,11.6,226.19,3065.19
710,221,2023-05-13,completed,19.56,13.1,196.47
711,222,2022-11-02,returned,21.68,195.31,2658.34
712,222,2023-05-28,completed,23.32,231.9,3154.01
713,222,2022-08-30,completed,23.39,43.72,613.62
714,222,2022-09-18,completed,21.57,46.47,648.87
715,222,2022-04-26,completed,7.91,228.49,3092.53
716,222,2023-09-13,cancelled,0.87,30.59,413.78
717,223,2023-07-20,completed,9.62,87.64,1192.74
718,224,2023-02-07,completed,23.19,86.67,1193.19
719,225,2023-10-09,pending,7.93,141.04,1911.91
720,225,2023-12-17,completed,6.52,48.81,665.41
721,225,2023-07-15,completed,18.44,98.51,1348.35
722,225,2022-11-18,completed,14.4,21.04,298.46
723,226,2023-10-27,pending,19.08,230.67,3133.12
724,226,2023-03-01,completed,9.19,217.55,2946.08
725,226,2022-04-02,completed,24.35,152.63,2084.82
726,226,2023-09-07,completed,6.5,14.94,208.16
727,226,2023-08-04,completed,2.93,149.93,2026.95
728,226,2022-07-31,cancelled,15.0,166.53,2263.12
729,226,2022-08-30,completed,15.44,84.07,1150.44
730,227,2022-05-17,completed,21.79,106.46,1458.95
731,227,2022-08-29,completed,11.77,217.28,2945.05
732,228,2023-09-27,completed,9.52,104.55,1420.92
733,230,2022-05-16,completed,2.24,183.83,2483.94
734,230,2022-09-28,completed,12.92,121.23,1649.5
735,230,2022-02-25,completed,5.75,14.42,200.45
736,230,2023-04-24,completed,10.91,128.61,1747.2
737,231,2022-04-06,completed,5.09,103.33,1400.08
738,231,2022-01-05,completed,13.15,260.48,3529.63
739,231,2022-04-19,completed,20.92,77.67,1069.49
740,231,2023-10-06,completed,23.88,215.01,2926.54
741,231,2022-10-17,cancelled,8.08,22.25,308.44
742,232,2023-09-09,completed,9.53,49.93,683.58
743,232,2023-11-01,completed,3.85,146.62,1983.24
744,232,2022-04-09,completed,20.8,170.07,2316.78
745,232,2022-02-11,completed,12.83,180.29,2446.76
746,232,2022-03-23,completed,22.68,143.12,1954.83
747,233,2022-02-16,completed,12.84,160.99,2186.18
748,233,2022-07-06,completed,21.07,70.34,970.63
749,233,2022-11-01,completed,7.85,210.65,2851.64
750,234,2022-09-23,completed,21.79,4.51,82.64
751,235,2023-02-09,completed,2.92,153.65,2077.25
752,235,2023-09-09,completed,18.15,135.08,1841.79
753,235,2022-05-19,completed,0.35,28.08,379.49
754,235,2022-07-12,completed,21.48,87.09,1197.2
755,235,2023-07-06,pending,4.77,48.34,657.37
756,236,2023-04-01,completed,24.1,124.83,1709.29
757,236,2024-01-01,completed,10.79,218.79,2964.45
758,236,2023-09-19,completed,23.38,138.94,1899.06
759,236,2022-04-30,completed,12.37,148.18,2012.82
760,236,2023-06-04,completed,5.49,218.54,2955.79
761,237,2023-02-04,completed,24.0,179.99,2453.84
762,237,2023-11-15,returned,12.07,100.08,1363.17
763,237,2023-05-21,completed,7.59,69.56,946.69
764,237,2022-06-12,completed,4.37,158.74,2147.35
765,237,2022-06-04,completed,21.34,225.07,3059.84
766,237,2022-02-12,pending,12.68,48.85,672.16
767,237,2022-10-27,completed,17.7,243.6,3306.31
768,238,2023-05-01,completed,8.53,132.07,1791.47
769,238,2023-02-28,completed,22.95,147.05,2008.12
770,238,2022-11-19,pending,10.04,127.1,1725.93
771,238,2022-06-04,completed,22.56,96.37,1323.55
772,238,2023-06-17,completed,24.32,219.39,2986.04
773,238,2022-05-31,completed,17.51,235.84,3201.31
774,239,2022-07-22,cancelled,22.02,41.74,585.46
775,239,2022-05-10,completed,13.01,198.77,2696.36
776,239,2023-06-02,completed,2.76,21.96,299.28
777,239,2023-06-04,cancelled,8.86,113.1,1535.74
778,239,2023-04-05,completed,7.45,78.66,1069.41
779,239,2023-08-19,completed,14.14,205.28,2785.46
780,239,2023-06-13,cancelled,14.56,85.83,1173.24
781,239,2023-05-03,completed,5.37,64.29,873.27
782,239,2023-08-26,completed,13.97,192.56,2613.54
783,240,2022-05-11,cancelled,12.12,140.76,1912.42
784,241,2022-05-02,cancelled,15.04,86.73,1185.95
785,241,2022-01-29,completed,19.78,123.3,1684.34
786,241,2022-08-09,pending,4.58,148.24,2005.88
787,241,2023-05-02,pending,20.86,215.54,2930.68
788,241,2023-02-09,completed,8.47,107.07,1453.9
789,241,2022-10-12,pending,16.15,61.94,852.39
790,241,2023-10-23,completed,3.09,261.11,3528.02
791,241,2023-06-29,completed,4.49,10.42,145.1
792,241,2023-12-24,completed,20.97,205.07,2789.44
793,242,2022-11-21,completed,9.55,22.04,307.06
794,243,2022-10-20,completed,3.6,177.08,2394.14
795,243,2022-07-05,completed,0.68,9.34,126.78
796,243,2022-05-26,completed,10.32,149.57,2029.5
797,243,2023-05-20,completed,12.72,141.84,1927.62
798,244,2023-08-24,completed,16.88,125.17,1706.71
799,244,2023-04-02,completed,2.1,222.58,3006.94
800,244,2022-06-21,completed,0.01,174.75,2359.11
801,245,2022-06-15,completed,18.48,250.88,3405.38
802,245,2022-12-17,completed,15.88,104.03,1420.26
803,245,2022-01-03,completed,15.22,27.17,382.02
804,245,2023-02-28,pending,13.89,213.32,2893.71
805,245,2022-05-07,completed,8.82,195.57,2649.03
806,245,2022-01-21,pending,18.96,137.0,1868.44
807,245,2023-01-07,completed,0.92,189.22,2555.41
808,246,2023-05-21,completed,4.26,137.79,1864.41
809,246,2022-03-08,returned,14.7,74.79,1024.39
810,246,2022-08-22,completed,22.03,142.19,1941.54
811,246,2023-04-10,completed,0.05,200.41,2705.63
812,246,2023-06-14,completed,18.98,100.0,1368.92
813,246,2023-02-06,completed,4.87,97.38,1319.53
814,246,2022-08-20,completed,24.45,161.85,2209.42
815,246,2022-01-25,pending,14.81,92.37,1261.81
816,247,2023-06-17,completed,19.85,75.26,1035.88
817,247,2022-04-08,completed,15.63,114.09,1555.83
818,247,2023-10-04,completed,10.8,22.72,317.56
819,247,2022-10-29,completed,21.25,275.0,3733.72
820,247,2023-09-27,completed,2.53,40.99,555.95
821,247,2022-07-17,completed,2.7,10.34,142.34
822,247,2022-07-18,completed,22.61,90.95,1250.44
823,247,2023-04-01,completed,4.65,56.83,771.83
824,247,2023-10-30,completed,18.86,149.91,2042.7
825,248,2022-01-09,completed,12.94,124.06,1687.76
826,250,2023-03-09,completed,8.6,58.56,799.19
827,250,2023-12-13,completed,17.3,210.03,2852.74
828,250,2022-02-13,completed,12.4,27.97,390.05
829,250,2023-04-23,completed,15.6,157.65,2143.84
830,250,2023-01-20,cancelled,5.13,18.98,261.31
831,250,2022-04-28,completed,3.56,120.38,1628.7
832,250,2022-06-28,completed,8.5,151.45,2053.06
833,250,2023-01-14,completed,20.24,187.77,2555.17
834,250,2022-03-08,pending,2.96,54.73,741.78
835,251,2023-09-06,completed,10.74,65.01,888.33
836,251,2022-10-29,completed,19.74,166.23,2263.82
837,251,2022-08-03,completed,18.18,255.77,3471.06
838,251,2022-07-03,returned,8.05,149.61,2027.74
839,251,2023-08-21,completed,16.24,37.26,519.24
840,251,2023-03-12,cancelled,22.22,143.29,1956.63
841,251,2023-04-07,completed,11.69,98.83,1345.94
842,251,2023-05-29,completed,12.82,74.25,1015.15
843,252,2022-04-11,completed,2.96,165.39,2235.68
844,252,2023-12-01,completed,21.14,209.17,2844.9
845,252,2022-09-25,completed,0.21,132.83,1793.41
846,253,2023-11-01,completed,12.82,46.52,640.88
847,254,2022-08-28,completed,12.9,259.53,3516.57
848,254,2022-01-31,returned,9.37,182.4,2471.75
849,255,2022-11-30,cancelled,14.67,277.99,3767.55
850,255,2023-01-31,returned,4.71,115.52,1564.28
851,255,2023-10-17,completed,22.37,27.26,390.32
852,255,2022-07-01,completed,0.8,98.92,1336.21
853,255,2023-02-25,completed,9.78,51.6,706.44
854,255,2022-03-12,completed,9.72,93.52,1272.27
855,255,2022-06-12,completed,15.09,61.96,851.61
856,256,2023-02-13,completed,15.12,110.65,1508.87
857,256,2023-08-13,completed,0.98,106.01,1432.06
858,256,2023-04-13,completed,8.67,204.94,2775.3
859,256,2023-04-14,completed,9.62,23.83,331.33
860,256,2022-06-11,completed,6.84,278.42,3765.57
861,256,2023-06-01,completed,19.16,48.02,667.37
862,257,2023-11-23,completed,18.74,136.67,1863.81
863,257,2023-04-21,completed,12.12,79.67,1087.61
864,257,2024-01-01,pending,23.75,92.17,1268.08
865,257,2022-07-01,returned,7.35,106.11,1439.78
866,257,2023-12-15,pending,1.19,176.76,2387.43
867,257,2023-01-19,pending,22.72,83.26,1146.72
868,258,2023-11-28,completed,16.72,54.18,748.17
869,258,2022-06-21,completed,1.1,137.91,1862.84
870,258,2022-01-16,completed,10.05,120.65,1638.78
871,258,2022-02-14,completed,1.68,90.51,1223.53
872,259,2023-08-06,completed,4.29,78.54,1064.61
873,260,2023-12-15,completed,9.71,65.5,893.93
874,260,2023-11-14,completed,12.05,171.86,2332.18
875,260,2023-12-23,completed,24.71,111.78,1533.79
876,262,2023-03-15,completed,18.93,181.89,2474.46
877,262,2022-12-03,completed,3.36,128.97,1744.46
878,262,2022-12-06,completed,8.57,68.56,934.09
879,262,2023-12-14,pending,17.99,131.93,1799.08
880,262,2022-06-27,completed,14.82,37.61,522.57
881,262,2022-07-22,completed,6.12,90.15,1223.17
882,263,2022-07-26,completed,6.8,190.78,2582.34
883,263,2023-05-09,pending,0.5,204.61,2762.79
884,263,2023-04-10,completed,7.08,187.4,2536.95
885,264,2023-03-02,pending,23.51,58.44,812.48
886,264,2023-08-03,pending,4.06,166.03,2245.45
887,264,2023-01-30,completed,23.16,55.37,770.69
888,264,2023-11-24,pending,0.71,66.73,901.58
889,265,2023-09-09,completed,14.46,141.25,1921.3
890,265,2023-02-12,completed,17.65,35.14,492.03
891,265,2022-06-19,completed,20.74,206.66,2810.68
892,265,2022-04-02,completed,2.73,185.22,2503.17
893,266,2023-12-15,pending,10.45,197.06,2670.78
894,266,2023-04-07,completed,14.18,14.08,204.24
895,266,2023-02-23,pending,11.02,72.46,989.25
896,266,2022-09-30,completed,18.79,95.21,1304.13
897,266,2022-02-12,completed,2.42,259.89,3510.89
898,266,2023-01-05,completed,16.63,274.34,3720.23
899,266,2022-05-23,completed,0.64,35.27,476.73
900,267,2023-12-18,pending,18.79,92.05,1261.44
901,267,2023-11-08,completed,4.7,110.03,1490.07
902,267,2023-02-14,completed,18.48,75.22,1034.0
903,267,2023-05-03,completed,24.67,24.64,357.29
904,267,2022-07-19,completed,17.8,267.88,3634.22
905,267,2022-04-29,returned,12.05,272.18,3686.5
906,268,2022-08-14,completed,17.98,163.09,2219.73
907,268,2023-09-08,completed,1.62,258.67,3493.66
908,268,2023-03-24,completed,20.21,26.34,375.85
909,268,2023-08-30,completed,23.43,11.59,179.88
910,269,2022-11-17,completed,23.85,257.06,3494.1
911,270,2023-08-28,returned,5.55,180.2,2438.28
912,270,2022-05-30,completed,18.68,25.82,367.22
913,270,2023-12-07,completed,3.09,341.46,4612.82
914,271,2022-08-19,completed,17.51,34.39,481.72
915,271,2023-02-06,cancelled,7.48,106.61,1446.69
916,271,2022-12-23,completed,18.94,308.1,4178.34
917,271,2023-08-18,completed,21.65,38.16,536.81
918,271,2023-11-02,completed,4.09,68.16,924.24
919,271,2022-07-20,completed,18.38,103.08,1409.99
920,271,2022-04-15,completed,16.96,59.43,819.31
921,271,2023-05-01,completed,4.49,78.85,1068.99
922,272,2023-08-31,completed,10.85,60.15,822.9
923,272,2023-05-16,completed,7.57,260.37,3522.57
924,273,2022-01-12,returned,3.0,51.89,703.47
925,273,2023-06-06,returned,5.62,146.25,1980.05
926,273,2022-03-07,completed,17.84,253.16,3435.46
927,273,2022-08-01,completed,24.14,84.16,1160.28
928,273,2022-01-06,completed,13.87,95.56,1303.94
929,273,2022-02-05,completed,2.12,30.1,408.5
930,275,2023-07-12,completed,4.29,5.22,74.75
931,275,2023-06-16,completed,22.62,159.94,2181.83
932,276,2023-06-07,completed,5.25,10.09,141.52
933,276,2022-07-12,completed,3.54,69.03,935.44
934,276,2022-05-12,returned,18.23,201.6,2739.83
935,276,2023-12-13,completed,3.58,166.88,2256.48
936,277,2023-01-17,completed,14.09,119.47,1626.9
937,277,2023-07-16,completed,10.17,39.62,545.06
938,277,2022-04-11,completed,9.43,52.92,723.86
939,278,2022-11-10,completed,14.72,200.02,2715.04
940,279,2023-02-03,completed,4.52,254.55,3440.97
941,279,2022-10-01,completed,1.32,147.82,1996.93
942,279,2023-05-30,returned,7.17,224.62,3039.56
943,279,2023-10-12,completed,1.99,37.21,504.38
944,280,2023-07-22,cancelled,23.24,54.68,761.42
945,280,2022-05-20,completed,11.99,279.4,3783.84
946,281,2022-09-08,completed,24.86,202.44,2757.83
947,281,2022-02-22,completed,10.57,143.93,1953.57
948,281,2022-01-03,returned,18.45,241.71,3281.49
949,281,2023-04-17,completed,8.21,48.76,666.43
950,282,2022-07-22,completed,2.12,153.35,2072.37
951,282,2023-07-04,completed,20.29,101.11,1385.27
952,282,2022-06-15,completed,3.5,123.4,1669.4
953,282,2022-02-02,completed,4.01,94.15,1275.0
954,282,2023-07-18,completed,12.39,142.49,1936.0
955,282,2023-02-03,pending,3.29,5.74,80.83
956,282,2022-12-19,completed,12.5,189.11,2565.49
957,283,2023-03-21,completed,12.0,61.54,842.78
958,283,2022-04-28,pending,21.6,45.44,635.04
959,283,2023-05-30,completed,15.28,81.88,1120.67
960,283,2023-02-15,completed,0.96,21.88,296.29
961,283,2022-02-22,pending,9.51,147.96,2007.03
962,283,2022-12-26,completed,17.79,34.61,485.07
963,283,2022-11-26,completed,5.3,119.66,1620.76
964,283,2023-07-20,completed,19.26,153.71,2094.29
965,285,2023-06-26,completed,15.12,53.64,739.32
966,285,2022-05-14,completed,15.74,240.1,3257.07
967,285,2023-05-01,completed,24.74,37.67,533.23
968,285,2023-12-30,completed,6.31,284.7,3849.71
969,285,2022-10-08,completed,17.42,63.03,868.36
970,285,2023-02-12,completed,12.38,312.56,4231.97
971,285,2022-08-12,completed,14.8,55.96,770.27
972,286,2023-12-26,completed,18.01,50.54,700.3
973,288,2022-10-26,completed,0.98,100.28,1354.74
974,288,2022-09-12,completed,24.74,74.42,1029.44
975,288,2023-01-13,completed,8.11,187.79,2543.31
976,289,2022-01-17,completed,13.43,238.74,3236.39
977,289,2023-02-09,completed,3.89,62.37,845.91
978,289,2022-07-05,completed,11.48,86.27,1176.11
979,290,2022-01-22,completed,7.75,61.92,843.62
980,290,2023-03-13,completed,6.13,122.75,1663.24
981,290,2023-10-22,completed,23.37,84.21,1160.19
982,291,2022-01-10,completed,23.94,98.63,1355.42
983,291,2023-12-26,completed,2.12,120.19,1624.74
984,291,2023-05-06,completed,3.86,33.85,460.86
985,291,2023-07-11,completed,3.08,37.3,506.58
986,291,2023-06-08,completed,22.16,154.73,2110.97
987,291,2022-04-26,returned,12.3,38.29,529.26
988,292,2022-10-16,completed,8.93,120.61,1637.11
989,293,2023-11-15,completed,17.18,307.99,4175.0
990,293,2022-06-02,completed,19.44,81.58,1120.77
991,293,2022-04-26,completed,14.45,84.7,1157.86
992,293,2023-05-08,completed,17.34,257.4,3492.18
993,294,2023-07-04,completed,20.54,223.37,3036.08
994,294,2022-07-28,completed,24.85,58.13,809.64
995,294,2022-05-17,completed,23.02,29.89,426.55
996,296,2022-05-23,completed,7.37,137.3,1860.88
997,296,2022-08-18,completed,1.4,90.68,1225.63
998,297,2023-03-11,pending,9.29,11.08,158.82
999,297,2023-09-01,completed,21.76,12.68,192.9
1000,297,2022-09-08,completed,1.93,254.51,3437.8
1001,297,2023-12-13,completed,0.33,35.34,477.44
1002,298,2022-02-02,completed,15.1,56.13,772.86
1003,298,2023-04-11,completed,13.85,156.72,2129.59
1004,298,2023-06-19,cancelled,9.44,32.67,450.53
1005,298,2023-07-27,completed,15.13,57.49,791.21
1006,299,2022-11-17,completed,16.32,125.81,1714.73
1007,299,2022-12-10,pending,0.7,34.93,472.26
1008,299,2022-07-26,completed,15.96,8.27,127.57
1009,300,2023-08-07,completed,14.12,202.81,2752.05
1010,300,2022-05-13,pending,17.57,71.89,988.04
1011,300,2023-05-31,completed,2.53,200.59,2710.49
1012,300,2022-02-08,pending,7.25,45.92,627.23
1013,300,2022-08-26,completed,22.11,84.46,1162.27
1014,300,2023-09-16,pending,16.28,152.86,2079.95
1015,301,2023-12-01,completed,9.69,87.45,1190.25
1016,301,2023-05-25,completed,2.44,44.5,603.14
1017,301,2022-03-31,completed,12.47,150.97,2050.58
1018,304,2022-09-22,completed,24.65,106.52,1462.67
1019,305,2022-10-21,completed,10.02,198.9,2695.18
1020,305,2023-10-22,returned,1.43,15.53,211.05
1021,305,2022-06-12,completed,14.25,70.13,961.06
1022,305,2023-11-17,completed,2.34,152.46,2060.5
1023,305,2022-07-24,completed,10.04,79.72,1086.26
1024,305,2023-05-13,completed,5.32,142.25,1925.66
1025,306,2023-01-25,completed,1.56,139.54,1885.4
1026,306,2022-09-16,completed,15.89,11.54,171.64
1027,306,2022-03-25,completed,7.46,171.78,2326.55
1028,307,2022-11-01,returned,4.11,187.71,2538.15
1029,307,2023-12-11,completed,14.26,25.75,361.88
1030,307,2023-11-15,completed,14.46,208.15,2824.54
1031,307,2022-11-21,completed,0.35,113.97,1538.92
1032,307,2022-05-09,completed,15.86,178.21,2421.69
1033,307,2022-01-15,completed,9.26,134.17,1820.6
1034,307,2022-12-27,completed,8.81,230.39,3119.06
1035,307,2023-11-07,completed,17.21,212.84,2890.52
1036,307,2022-04-17,pending,12.41,178.12,2417.03
1037,307,2022-07-20,completed,21.41,33.97,480.06
1038,308,2023-10-23,completed,17.6,165.59,2253.09
1039,308,2022-01-05,completed,22.5,180.7,2461.92
